[{'A': 0, 'B': 0, 'C': 12, 'D': 9, 'E': 13, 'F': 1, 'G': 0, 'H': 5, 'I': 0, 'J': 0, 'K': 3, 'L': 22, 'M': 3, 'N': 0, 'O': 3, 'P': 0, 'Q': 9, 'R': 10, 'S': 23, 'T': 0}]
CDEFHKLMOQRS        	0.0                      	12	12	0.0	1
CDEFHKLMOQRS        	0.014818198              	12	12	0.001	2
CDEFHKLMOQRS        	0.029587091              	12	12	0.002	3
CDEFHKLMOQRS        	0.044306941              	12	12	0.003	4
CDEFHKLMOQRS        	0.058978012              	12	12	0.004	5
CDEFHKLMOQRS        	0.073600561              	12	12	0.005	6
CDEFHKLMOQRS        	0.088174848              	12	12	0.006	7
CDEFHKLMOQRS        	0.102701128              	12	12	0.007	8
CDEFHKLMOQRS        	0.117179655              	12	12	0.008	9
CDEFHKLMOQRS        	0.131610682              	12	12	0.009	10
CDEFHKLMOQRS        	0.145994459              	12	12	0.01	11
CDEFHKLMOQRS        	0.160331236              	12	12	0.011	12
CDEFHKLMOQRS        	0.17462126               	12	12	0.012	13
CDEFHKLMOQRS        	0.188864775              	12	12	0.013	14
CDEFHKLMOQRS        	0.203062026              	12	12	0.014	15
CDEFHKLMOQRS        	0.217213254              	12	12	0.015	16
CDEFHKLMOQRS        	0.231318701              	12	12	0.016	17
CDEFHKLMOQRS        	0.245378604              	12	12	0.017	18
CDEFHKLMOQRS        	0.259393201              	12	12	0.018	19
CDEFHKLMOQRS        	0.273362726              	12	12	0.019	20
CDEFHKLMOQRS        	0.287287415              	12	12	0.02	21
CDEFHKLMOQRS        	0.301167498              	12	12	0.021	22
CDEFHKLMOQRS        	0.315003206              	12	12	0.022	23
CDEFHKLMOQRS        	0.328794769              	12	12	0.023	24
CDEFHKLMOQRS        	0.342542413              	12	12	0.024	25
CDEFHKLMOQRS        	0.356246365              	12	12	0.025	26
CDEFHKLMOQRS        	0.369906848              	12	12	0.026	27
CDEFHKLMOQRS        	0.383524086              	12	12	0.027	28
CDEFHKLMOQRS        	0.397098299              	12	12	0.028	29
CDEFHKLMOQRS        	0.410629708              	12	12	0.029	30
CDEFHKLMOQRS        	0.424118529              	12	12	0.03	31
CDEFHKLMOQRS        	0.437564981              	12	12	0.031	32
CDEFHKLMOQRS        	0.450969279              	12	12	0.032	33
CDEFHKLMOQRS        	0.464331635              	12	12	0.033	34
CDEFHKLMOQRS        	0.477652264              	12	12	0.034	35
CDEFHKLMOQRS        	0.490931374              	12	12	0.035	36
CDEFHKLMOQRS        	0.504169177              	12	12	0.036	37
CDEFHKLMOQRS        	0.51736588               	12	12	0.037	38
CDEFHKLMOQRS        	0.530521689              	12	12	0.038	39
CDEFHKLMOQRS        	0.543636811              	12	12	0.039	40
CDEFHKLMOQRS        	0.556711449              	12	12	0.04	41
CDEFHKLMOQRS        	0.569745805              	12	12	0.041	42
CDEFHKLMOQRS        	0.582740081              	12	12	0.042	43
CDEFHKLMOQRS        	0.595694477              	12	12	0.043	44
CDEFHKLMOQRS        	0.608609191              	12	12	0.044	45
CDEFHKLMOQRS        	0.621484421              	12	12	0.045	46
CDEFHKLMOQRS        	0.634320363              	12	12	0.046	47
CDEHKLMOQRS         	0.645175803              	11	12	0.047	1
CDEHKLMOQRS         	0.655897772              	11	12	0.048	2
CDEHKLMOQRS         	0.666592873              	11	12	0.049	3
CDEHKLMOQRS         	0.677261218              	11	12	0.05	4
CDEHKLMOQRS         	0.687902917              	11	12	0.051	5
CDEHKLMOQRS         	0.69851808               	11	12	0.052	6
CDEHKLMOQRS         	0.709106817              	11	12	0.053	7
CDEHKLMOQRS         	0.719669236              	11	12	0.054	8
CDEHKLMOQRS         	0.730205445              	11	12	0.055	9
CDEHKLMOQRS         	0.740715553              	11	12	0.056	10
CDEHKLMOQRS         	0.751199666              	11	12	0.057	11
CDEHKLMOQRS         	0.76165789               	11	12	0.058	12
CDEHKLMOQRS         	0.772090332              	11	12	0.059	13
CDEHKLMOQRS         	0.782497096              	11	12	0.06	14
CDEHKLMOQRS         	0.792878288              	11	12	0.061	15
